reservation_status,reservation_status_date,Booking_id
Check-Out,2016-04-25,4596ef56
Check-Out,2016-04-25,b499dd70
Canceled,2016-04-15,b151f08e
Check-Out,2016-04-25,8b066885
Check-Out,2016-04-25,8a8a4429
Check-Out,2016-04-25,64395a8e
Canceled,2016-04-15,d82099ca
Canceled,2016-02-22,13eaa961
Canceled,2016-02-22,60255ea2
Canceled,2016-02-22,eab4b87f
Canceled,2016-02-22,2c6bb1c8
Canceled,2016-02-22,f4de54cd
Canceled,2016-02-22,ed518d09
Canceled,2016-03-12,5dd57d63
Canceled,2016-02-22,f0b25bdf
Canceled,2016-02-22,4dad1c54
Canceled,2016-02-02,d9a25c24
Canceled,2016-02-22,0245ac98
Canceled,2016-02-22,daf3b20c
Canceled,2016-02-22,d235015d
Canceled,2016-02-22,6ce80b2a
Check-Out,2016-04-29,710c2afd
Canceled,2016-02-22,ae6fe4b3
Canceled,2016-02-22,348f4f54
Canceled,2016-02-22,b484530c
Canceled,2016-02-22,03dbd167
Canceled,2016-02-22,96ce36ad
Canceled,2016-03-29,0fd2ff21
Canceled,2016-03-29,96a7690e
Check-Out,2016-04-25,4d5852d1
Canceled,2016-01-18,f251b744
Canceled,2016-03-09,3b5d0864
Canceled,2016-04-22,4d261702
Canceled,2016-03-30,89ea5bcf
Canceled,2016-04-12,01e0f2aa
Canceled,2016-04-07,501281d7
Canceled,2016-01-29,985fd084
Canceled,2016-04-21,29564187
Canceled,2016-04-06,dcd7b533
Canceled,2016-04-20,3ef83d8d
Canceled,2015-11-17,1e27c140
Check-Out,2016-04-30,768e1384
Canceled,2016-03-03,8189507c
Canceled,2016-03-03,0942ec57
Check-Out,2016-04-30,5a144f59
Canceled,2016-01-27,57236543
Canceled,2016-02-11,2e7c4b7d
Canceled,2016-01-19,3e2d649d
Canceled,2016-02-11,71d71dda
Canceled,2016-02-11,f89f38c8
Canceled,2016-04-20,27955a3a
Canceled,2016-01-05,b9ebf0be
Canceled,2016-01-05,510ad2d2
Canceled,2016-01-05,47825423
Canceled,2016-01-05,330a9fb4
Canceled,2016-01-05,bafce26f
Canceled,2016-01-05,1890005d
Canceled,2016-04-14,707621d1
Canceled,2016-01-05,4380c51d
Canceled,2016-01-05,db3d8d04
Canceled,2016-01-05,8674bacc
Canceled,2016-01-05,865be99b
Canceled,2016-01-05,6b42a47a
Canceled,2016-01-05,6ff66133
Canceled,2016-01-05,0a763d70
Canceled,2016-01-05,16cca76e
Canceled,2016-01-05,9f64865f
Canceled,2016-01-05,d97c832b
Canceled,2016-01-05,e4694632
Canceled,2016-01-05,e459caff
Canceled,2016-01-05,182f7198
Canceled,2016-01-05,9d3f4551
Canceled,2016-01-05,0c246431
Canceled,2016-01-05,07c5f392
Canceled,2016-01-05,b2444d56
Canceled,2016-01-05,3a198bf4
Canceled,2016-01-05,915d00b8
Canceled,2016-03-30,1248806d
Canceled,2016-03-13,3a7da7aa
Canceled,2016-03-31,47a149a5
Check-Out,2016-05-01,1f7dc281
Canceled,2016-02-22,03144118
Canceled,2016-02-25,2c7303e1
Canceled,2016-04-17,f7f73f72
Canceled,2016-03-07,669c0304
Canceled,2016-01-18,fdc89f5e
Canceled,2016-01-18,ab3ec75b
Canceled,2016-01-18,9c5191a1
Canceled,2016-01-18,e23393d4
Canceled,2016-01-18,15905407
Canceled,2016-01-18,afad0ff3
Canceled,2016-01-18,6e9e2048
Canceled,2016-01-18,ed140920
Canceled,2016-01-18,6ecfafd6
Canceled,2016-01-18,0ab1c5f1
Canceled,2016-01-18,55d54813
Canceled,2016-01-18,d3463fa3
Canceled,2016-01-18,50c2196e
Canceled,2016-04-19,557f1197
Canceled,2016-01-18,f00f34f3
Canceled,2016-01-18,af20048b
Canceled,2016-01-18,c22d7886
Canceled,2016-01-18,a7d0b56c
Canceled,2016-01-18,d6e1eca9
Canceled,2016-01-18,458ce9c5
Canceled,2016-01-18,bc3bb300
Canceled,2016-04-13,1d00480d
Canceled,2016-04-07,ce63d5fa
Canceled,2016-03-30,064720d4
Canceled,2016-04-21,2014e3ec
Canceled,2016-04-19,c2c5da33
Canceled,2016-01-27,ad3115e2
Canceled,2016-01-27,1495ad4c
Canceled,2016-01-27,f5c6bd77
Canceled,2016-04-19,01cdcc81
Canceled,2016-04-21,1734b420
Canceled,2016-04-23,ec32f823
Check-Out,2016-04-28,e5b67673
Check-Out,2016-04-28,63743b6d
Canceled,2016-03-22,09f8c628
Canceled,2016-03-22,cb19924c
Canceled,2016-03-22,789ad4c6
Canceled,2016-03-22,10969d07
Canceled,2016-03-11,6d4debbd
Canceled,2016-03-22,cb8b022f
Canceled,2016-03-22,0560e7e6
Canceled,2016-03-22,b3d5dd35
Check-Out,2016-04-28,b7635c9b
Check-Out,2016-04-28,45781f1d
Canceled,2016-03-22,6c2fe1bd
Canceled,2016-03-22,69c70f33
Canceled,2016-03-11,06135983
Check-Out,2016-04-28,6ce0e868
Canceled,2016-03-11,5df13724
Canceled,2016-03-22,7245b9d4
Canceled,2016-03-22,5da7fc4a
Canceled,2016-04-26,b0718635
Canceled,2016-03-23,6ba06b28
Canceled,2016-04-25,ec2dbb8c
Canceled,2016-04-13,7ab047b4
Canceled,2016-04-03,9702ada9
Check-Out,2016-05-10,7d2eb83f
Canceled,2016-04-22,627d6c6e
Canceled,2016-04-26,9f9c66bd
Canceled,2016-03-16,63bdb046
Canceled,2016-04-27,9203a536
Canceled,2016-04-27,17032d1d
Canceled,2016-04-15,89d76c6e
Canceled,2016-03-08,6d207f2e
Canceled,2016-04-15,ee8adf68
Canceled,2016-04-15,8d13665c
Canceled,2016-04-15,04c1f285
Canceled,2016-01-29,d1ca042a
Canceled,2016-04-26,b90a5890
No-Show,2016-04-27,487c3b28
Check-Out,2016-05-02,25f5c754
Canceled,2016-03-07,52e55677
Canceled,2016-04-13,61b1f455
Canceled,2016-04-04,7f8c4be7
Canceled,2016-04-16,c61956c4
Canceled,2016-04-16,827a6b4d
Canceled,2016-01-19,78f4663f
Canceled,2016-01-19,087ec580
Canceled,2016-01-19,1c60d479
Canceled,2016-01-19,9450f192
Canceled,2016-01-19,16184ad4
Canceled,2016-01-19,aacf3fb7
Canceled,2016-01-19,e9a41fcc
Canceled,2016-01-19,22712c0b
Canceled,2016-01-19,14ec4578
Check-Out,2016-05-02,ed6c2a01
Canceled,2016-01-19,d90fca3f
Canceled,2016-01-19,81348dba
Canceled,2016-01-19,7ddd3f91
Canceled,2016-01-19,085e98a3
Canceled,2016-01-19,f600d8c6
Canceled,2016-01-19,c8ea644b
Canceled,2016-04-09,1fd46a69
Canceled,2016-01-19,eeefe677
Canceled,2016-01-19,08bfc189
Canceled,2016-01-19,530567e4
Canceled,2016-01-19,d1f7d402
Canceled,2016-01-19,66c288e6
Canceled,2016-01-19,f70ace70
Canceled,2016-01-19,cfdcabc6
Canceled,2016-01-19,b5b472e5
Canceled,2016-01-19,624738cb
Canceled,2016-03-19,54f44f6d
Canceled,2016-04-27,0707347b
No-Show,2016-04-29,af124de4
Canceled,2016-04-29,1a63f69c
No-Show,2016-04-29,22a5d707
Canceled,2016-04-22,0aae7587
Canceled,2016-04-02,de2088a2
Canceled,2016-04-16,71793374
Canceled,2016-04-04,cb0e55ca
Canceled,2016-04-15,33499f4f
Canceled,2016-04-08,002f5c35
Canceled,2016-04-16,dc3aad09
Canceled,2016-01-19,6921fd60
Canceled,2016-03-16,a59003e5
Canceled,2016-04-17,7f48bc72
Canceled,2016-03-26,e5921938
Canceled,2016-01-13,0edf733f
Canceled,2016-04-04,c3a0daf8
Canceled,2016-04-06,7d5ece33
Canceled,2016-03-29,e4cf79e0
Canceled,2016-04-17,8b73fd2b
Canceled,2016-02-12,a5660939
Canceled,2016-02-12,4391f7e7
Canceled,2016-02-12,220e2ddc
Canceled,2016-02-12,fae5cebf
Canceled,2016-03-13,5dbd9e47
Canceled,2016-02-12,f6c5589b
Canceled,2016-02-12,b287021f
Canceled,2016-02-12,41312524
Canceled,2016-04-28,31221d6e
Canceled,2016-02-12,3e6a4f23
Canceled,2016-02-12,4e7d5596
Canceled,2016-04-28,6830542f
Canceled,2016-02-12,55f3f139
Canceled,2016-04-28,28dd9b49
Canceled,2016-02-12,0936072e
Canceled,2016-03-28,dffae6d8
Canceled,2016-03-01,d1731bcd
Canceled,2016-04-13,7cd38c22
Canceled,2016-03-28,4adb7cc1
Canceled,2016-04-13,e6d697cc
Canceled,2016-04-13,3957981b
Canceled,2016-03-01,1c2e1377
Canceled,2016-03-01,c524c411
Canceled,2016-03-01,d5a725d7
Canceled,2016-03-01,432525dc
Canceled,2016-03-28,232a9160
Canceled,2016-03-28,58f88f8b
Canceled,2016-03-28,0598651d
Canceled,2016-03-01,91debca6
Canceled,2016-03-01,1cf2d4df
Canceled,2016-03-01,3a989b4f
Canceled,2016-04-13,0598166b
Canceled,2016-04-13,ef7a5ea6
Canceled,2016-04-13,38ef22b6
Canceled,2016-04-13,8b4ba36a
Canceled,2016-04-13,b464a571
Canceled,2016-03-01,1f316e03
Canceled,2016-03-01,e1c54966
Canceled,2016-04-09,495ead8a
Canceled,2016-04-15,6d481512
Canceled,2016-01-05,94b508e2
Canceled,2016-01-05,83dfd1bc
Canceled,2016-01-05,fac1addb
Canceled,2016-04-30,bee9eb7a
Canceled,2016-04-17,5e4ee145
Canceled,2016-04-30,99f719ee
Canceled,2016-04-27,d0238805
Canceled,2016-04-30,84bd5be7
Canceled,2016-04-26,32e3d1cb
Check-Out,2016-05-02,95627bd8
Canceled,2016-03-30,fa3fde78
Canceled,2016-04-18,9802e898
Canceled,2016-03-30,9b6f6923
Check-Out,2016-05-02,dde78329
Check-Out,2016-05-02,b105598d
Canceled,2016-03-10,7fa4328d
Check-Out,2016-05-02,fd1e367b
Canceled,2016-04-14,2683eb77
Canceled,2016-04-22,01cca456
Canceled,2016-03-30,151ad6b8
Check-Out,2016-05-02,6da87c9f
Canceled,2016-04-15,de0ddc1e
Canceled,2016-04-21,d4458764
Check-Out,2016-05-02,1ace7ca7
Canceled,2016-03-30,8bf093cd
Canceled,2016-04-18,9b7e7e6b
Canceled,2016-03-29,d44e9651
Check-Out,2016-05-02,3e72ba6b
Canceled,2016-04-09,a68d1d66
Canceled,2015-10-29,07f26ce4
Canceled,2015-10-29,28bda832
Canceled,2015-10-29,dbb2e2c9
Canceled,2016-04-18,6dd487cf
Check-Out,2016-05-07,32802145
Canceled,2016-04-15,bc83459e
Canceled,2016-04-18,1581e812
Canceled,2016-02-03,f632b06f
Check-Out,2016-05-07,2fcb157e
Check-Out,2016-05-08,1e04081c
Check-Out,2016-05-12,26f0b69a
Canceled,2015-11-28,a8f0b877
Canceled,2015-11-28,38df65d7
Check-Out,2016-05-07,da71f6a6
Canceled,2016-03-27,e643bf6f
Canceled,2016-04-18,3a5d623f
Canceled,2016-03-11,4afad2b6
Canceled,2016-04-18,2dd2fecc
Canceled,2016-02-23,e83ad3d5
Check-Out,2016-05-07,cd19edaa
Canceled,2016-03-29,5a0bfcc1
Canceled,2016-05-01,f4adef79
No-Show,2016-05-01,d950ff00
Check-Out,2016-05-04,a4fef08b
Check-Out,2016-05-04,9095cd5b
Check-Out,2016-05-04,bf408655
Canceled,2016-04-18,727c2b84
Canceled,2016-04-09,39990824
Check-Out,2016-05-04,1158a2de
Check-Out,2016-05-04,1b188459
Canceled,2016-04-09,c888598e
Canceled,2016-04-09,a6f2e1de
Canceled,2016-04-09,037485bb
Check-Out,2016-05-04,f3334c5b
Check-Out,2016-05-04,d1742f78
Canceled,2016-04-19,decdc4ea
Canceled,2016-04-09,220e5f1d
Canceled,2016-04-09,2834362f
Check-Out,2016-05-04,dcfe6303
Check-Out,2016-05-04,c041cf3e
Check-Out,2016-05-04,8eee8bf7
Check-Out,2016-05-04,2d8d64be
Canceled,2016-04-18,376829dd
Check-Out,2016-05-04,cd9d788c
Check-Out,2016-05-04,6351f342
Check-Out,2016-05-04,ef4b2772
Canceled,2016-04-09,9b7835f1
Canceled,2016-04-09,4fa962a1
Check-Out,2016-05-04,a0d203c6
Check-Out,2016-05-04,085c7953
Check-Out,2016-05-04,bf26ecc7
Canceled,2016-04-09,a9c6b51d
Canceled,2016-04-09,3883dfa4
Check-Out,2016-05-04,2ec021f6
Check-Out,2016-05-04,4dc07435
Check-Out,2016-05-04,02fe9d6f
Check-Out,2016-05-04,8998a82b
Canceled,2016-04-09,fdd54d0b
Canceled,2016-04-09,d0966311
Check-Out,2016-05-04,16bcc528
Check-Out,2016-05-04,1ca5efe1
Check-Out,2016-05-04,191f5fe4
Check-Out,2016-05-04,7114d4ca
Check-Out,2016-05-04,faf5a2c0
Canceled,2016-04-09,a8559467
Canceled,2016-03-28,a1b1d163
Canceled,2016-04-29,885930da
Canceled,2016-03-18,190d4187
Canceled,2016-04-28,1911a5a5
Check-Out,2016-05-06,4fe39d5f
Check-Out,2016-05-08,5ac3dbb0
Canceled,2016-04-15,d4754248
Canceled,2016-04-28,2afa0398
Canceled,2016-02-03,6a52d0d8
Canceled,2016-03-04,e8a479db
Canceled,2016-01-11,cbb6e50f
Canceled,2016-02-03,e3e3cd25
Canceled,2016-04-28,13d47a5d
Canceled,2016-02-22,650336d6
Canceled,2016-02-09,29100cbb
Check-Out,2016-05-12,e3f2b671
Check-Out,2016-05-12,e6b8366a
Check-Out,2016-05-10,d4068018
Check-Out,2016-05-10,1d6b5285
Canceled,2016-02-12,792631b9
Canceled,2016-02-12,a80e566f
Check-Out,2016-05-10,a765541d
Check-Out,2016-05-10,a2fb41a4
Canceled,2016-04-30,a2e5c58c
Canceled,2016-04-22,d9db8135
Canceled,2016-05-03,88175439
Canceled,2016-02-22,c7a652d7
Canceled,2016-04-29,358599a1
Canceled,2016-04-29,67caa3ab
Check-Out,2016-05-08,ad1386e4
Canceled,2016-04-16,3b683ba6
Canceled,2016-04-26,86314ea0
Canceled,2016-05-03,bac00175
Canceled,2016-04-07,7dba219c
Check-Out,2016-05-09,1d99087c
Canceled,2016-02-02,29dfc9cb
Check-Out,2016-05-09,bc2d4592
Check-Out,2016-05-09,e1877ae8
Canceled,2016-02-24,415a7944
Check-Out,2016-05-09,14d2e3c5
Check-Out,2016-05-12,402d8ff6
Canceled,2016-04-30,bcf5c81e
Check-Out,2016-05-12,8eeba240
Canceled,2016-01-22,f804d30a
Check-Out,2016-05-06,8ec18b18
Canceled,2016-05-05,322e735b
Canceled,2016-05-06,5012dc91
Canceled,2016-04-22,72dba88c
Canceled,2016-02-29,76dc6c77
Canceled,2016-01-05,a986fd74
Canceled,2016-02-25,20685495
Canceled,2016-03-23,4a4b4079
Canceled,2016-04-22,2e899415
Canceled,2016-03-04,b1fe278d
Canceled,2016-04-12,9bfa1c59
Check-Out,2016-05-13,352ca75c
Canceled,2015-12-26,4451c210
Canceled,2016-01-12,0ca00d8e
Canceled,2016-02-25,2db0e274
Check-Out,2016-05-13,fc458c68
Canceled,2016-04-03,a451449d
Check-Out,2016-05-14,70ddb68e
Canceled,2016-05-02,3a47a2e4
Canceled,2016-03-16,b5ea30ba
Canceled,2016-04-19,e2643b0c
Canceled,2016-04-11,9c151e07
Canceled,2016-01-11,ff89588f
Canceled,2016-05-04,0c4919fd
Canceled,2016-02-24,a0a52ef2
Canceled,2016-03-28,bb0aae4e
Check-Out,2016-05-14,8c737aa6
Check-Out,2016-05-14,df7fb287
Canceled,2016-04-29,00d98c1a
Canceled,2016-03-14,58101f04
Check-Out,2016-05-14,cd297fb4
Canceled,2016-05-04,d8cb4f87
Check-Out,2016-05-14,5980c7f0
Canceled,2016-05-07,0a259a9c
Canceled,2016-03-11,612d863c
No-Show,2016-05-08,c7700b07
Canceled,2016-05-07,6d9fd01e
Canceled,2016-04-20,7335ca6d
Canceled,2016-04-20,2abb77a9
Canceled,2016-03-11,d23b0e4b
Canceled,2016-03-11,a03cd3fe
Canceled,2016-01-21,88022d24
Canceled,2016-04-29,5fe70849
Canceled,2016-03-05,f6695f0c
Canceled,2016-04-27,9e6fe6c8
Canceled,2016-02-12,5a9c1f54
Canceled,2016-02-03,289c2182
Check-Out,2016-05-18,c93b8ea9
Check-Out,2016-05-19,4a8d912e
Canceled,2016-04-05,ea75cee1
Canceled,2016-04-05,5bb7b235
Canceled,2016-04-20,1bd82796
Canceled,2016-05-06,f7f7d765
Canceled,2016-03-11,fad48a01
Check-Out,2016-05-15,8afd1be8
Check-Out,2016-05-16,03db8312
Canceled,2016-03-10,e14f87e1
Canceled,2016-03-29,7bbde578
Canceled,2016-04-23,40b67026
Canceled,2016-02-02,22c742c7
Check-Out,2016-05-12,75d7e9ac
Check-Out,2016-05-12,d0a0134b
Canceled,2016-03-31,9c552c0f
Canceled,2016-03-29,d19f5bb5
Canceled,2016-03-29,8d113c54
Canceled,2016-03-11,a85acce3
Canceled,2016-03-11,7374a891
Canceled,2016-03-29,e6981791
Canceled,2016-03-29,236f08cb
Canceled,2016-03-29,909fe64a
Check-Out,2016-05-12,5ef7b99f
Check-Out,2016-05-12,428d78c5
Canceled,2016-03-29,47946b90
Canceled,2016-03-29,f96d86d6
Canceled,2016-03-29,6fe852eb
Check-Out,2016-05-12,d9c28cf9
Check-Out,2016-05-12,7011e588
Canceled,2016-03-11,d3bc6cbd
Canceled,2016-03-26,008ad69e
Canceled,2016-04-11,0e674847
Check-Out,2016-05-15,7e1fe5ed
Canceled,2016-04-29,02c4484e
Canceled,2016-04-29,4e5ccd0d
Canceled,2016-04-08,18d678dd
No-Show,2016-05-11,d4c234a3
Canceled,2016-04-11,bfbfa618
Canceled,2015-11-04,6c9f7283
Check-Out,2016-05-21,1fd54f07
Canceled,2016-03-04,59f8edb1
Canceled,2016-03-04,bdb3cbae
Canceled,2016-04-13,26122e35
Canceled,2016-03-04,3da74590
Canceled,2016-03-04,4e0b42ea
Canceled,2016-04-13,302d95f6
Canceled,2016-04-26,6cbb9729
Canceled,2016-05-03,6e85603a
Canceled,2016-03-04,9b5b5bc7
Canceled,2016-05-03,8e908805
Canceled,2016-03-04,834b7e63
Canceled,2016-03-04,4d3c181b
Canceled,2016-03-04,6d58d006
Canceled,2016-05-03,451e6ce0
Check-Out,2016-05-15,e7d680e4
Check-Out,2016-05-15,ea769f18
Check-Out,2016-05-15,63a83540
Check-Out,2016-05-15,d63554e9
Check-Out,2016-05-15,f1f22704
Check-Out,2016-05-15,f8ec688e
Check-Out,2016-05-15,672eeb44
Check-Out,2016-05-15,aad6e368
Check-Out,2016-05-15,eb6d4a08
Check-Out,2016-05-15,8dd0ab3d
Check-Out,2016-05-15,8b7e31c1
Check-Out,2016-05-15,8cd8801f
Canceled,2015-09-28,1090e2d8
Canceled,2015-09-28,8b3befc6
Canceled,2015-09-28,8c4bf2e9
Canceled,2015-09-28,37e22816
Canceled,2015-09-28,47724afe
Canceled,2015-09-28,7417b375
Check-Out,2016-05-16,f8efe9a4
Canceled,2015-09-28,69e930b3
Canceled,2015-09-28,78ec9b71
Canceled,2015-09-28,9e0fa0ea
Canceled,2015-09-28,de5098d0
Canceled,2015-09-28,e96168d7
Canceled,2015-09-28,ddeaafe3
Canceled,2015-09-28,0af148c6
Canceled,2015-09-28,3845ac76
Canceled,2015-09-28,23a688f2
Canceled,2015-09-28,5ea7e7c3
Canceled,2015-09-28,004d2a8d
Canceled,2015-09-28,f7d92f66
Canceled,2015-09-28,e0223e90
Canceled,2016-01-19,0dd82bc2
Canceled,2016-05-06,5ccb4524
Canceled,2015-09-28,7c5552db
Canceled,2015-09-28,0812adcb
Canceled,2015-09-28,fdca9a39
Canceled,2015-09-28,eaa18954
Canceled,2015-09-28,b0b6122b
Canceled,2015-09-28,c54e51b3
Canceled,2016-04-21,afbd143d
No-Show,2016-05-12,f4effad8
Check-Out,2016-05-19,03c39ce2
Check-Out,2016-05-19,8b924a63
Check-Out,2016-05-22,cf4cda94
Check-Out,2016-05-22,e1cf2d82
Check-Out,2016-05-13,c0e0c94f
Canceled,2016-03-29,07c1aba6
Check-Out,2016-05-15,b577522b
Canceled,2016-04-21,ede39dee
Canceled,2016-05-05,001d7ac1
Canceled,2016-05-05,3789b4fa
Canceled,2016-01-18,d2644006
No-Show,2016-05-13,065ae48a
Canceled,2016-01-18,84d61a78
Canceled,2016-05-02,65475317
Canceled,2016-01-15,fcc195bb
Check-Out,2016-05-20,568abd80
Canceled,2016-03-09,98bb4207
Check-Out,2016-05-20,9aa95f54
Canceled,2016-03-09,baa49789
Canceled,2016-05-12,69c36b3d
Canceled,2016-05-02,c6c51aaf
Canceled,2016-05-05,32ee06a3
Canceled,2016-05-05,c22cbbab
Canceled,2016-04-09,fb72b270
Canceled,2016-02-12,2430b27f
Canceled,2015-11-09,40c10e12
Canceled,2015-12-26,b15ba7d7
Canceled,2016-05-13,6d32ef5b
Canceled,2016-05-13,a55ada8f
Canceled,2016-05-14,98ab116f
Canceled,2015-11-09,7483d535
Canceled,2016-02-12,73310cf9
Canceled,2016-02-12,6abf227a
Check-Out,2016-05-24,718e335b
Check-Out,2016-05-16,ac8b9da5
Check-Out,2016-05-16,5ca4b7f8
Check-Out,2016-05-16,944ce301
Check-Out,2016-05-16,7f89f0ce
Canceled,2016-04-08,685b544a
Check-Out,2016-05-16,5fbeb135
Check-Out,2016-05-16,f3dbe202
Check-Out,2016-05-16,2c0fca52
Check-Out,2016-05-16,fb26af47
Canceled,2016-04-12,ba6991e9
Check-Out,2016-05-16,e37c0e51
Check-Out,2016-05-16,ea833fc0
Check-Out,2016-05-16,4479434f
Canceled,2016-04-12,1b42c902
Canceled,2016-04-08,22bd933a
Check-Out,2016-05-16,ba0b3359
Check-Out,2016-05-16,587be059
Check-Out,2016-05-16,74098afb
Canceled,2016-04-12,80293a3e
Canceled,2016-04-08,88e8563a
Check-Out,2016-05-16,9e24c982
Check-Out,2016-05-16,67f6372e
Check-Out,2016-05-16,20634248
Check-Out,2016-05-16,c2a18484
Check-Out,2016-05-16,5332a834
Check-Out,2016-05-16,d6b82863
Check-Out,2016-05-16,3b15da10
Check-Out,2016-05-16,bbc101b9
Check-Out,2016-05-16,7d79321f
Canceled,2016-04-12,d0add7ff
Check-Out,2016-05-16,4e237eb1
Check-Out,2016-05-16,1f96703e
Canceled,2016-04-12,b5233b14
Canceled,2016-04-12,77c5221f
Canceled,2016-04-12,83c87cd8
Check-Out,2016-05-16,687e6d52
Check-Out,2016-05-16,8a78a8bc
Check-Out,2016-05-16,da50e211
Check-Out,2016-05-16,2a384271
Canceled,2016-04-08,3436aa05
Check-Out,2016-05-15,2041a3b7
Canceled,2016-05-06,2f0c84bb
Canceled,2016-05-06,7766d52c
Canceled,2016-05-06,0738b828
Canceled,2016-05-06,5364785a
Canceled,2016-05-06,eff7d6ca
Canceled,2016-05-06,0c36da7b
Canceled,2016-05-06,84be8ae6
Canceled,2016-05-06,e4389a6c
Canceled,2016-05-06,d2f9c990
Canceled,2016-05-06,e7256d8c
Canceled,2016-05-06,4715eca7
Canceled,2016-05-06,4db589aa
Canceled,2016-05-06,ae074314
Canceled,2016-05-06,fdb0da8b
Canceled,2016-05-06,0be5c076
Canceled,2016-05-06,7fd52806
Canceled,2016-05-06,b17d40df
Canceled,2016-05-06,7567150b
Canceled,2016-05-06,0c8afc64
Canceled,2016-05-06,bd83243f
Canceled,2016-05-06,5cc20f4f
Canceled,2016-05-06,4ae2f81c
Canceled,2016-05-06,2f89ece6
Canceled,2016-05-06,5fc006d4
Canceled,2016-05-06,a692ded7
Canceled,2016-05-06,54c8d285
Canceled,2016-05-06,289f3570
Canceled,2016-05-06,8dd02862
Canceled,2016-05-06,a689dd79
No-Show,2016-05-15,82375729
Canceled,2016-04-18,e97f46c7
Canceled,2016-05-03,f934b851
Check-Out,2016-05-22,27529c73
Canceled,2016-02-12,db4777b1
Canceled,2016-02-18,df306bf7
Check-Out,2016-05-25,f2b91e68
Check-Out,2016-05-26,70a7af62
Canceled,2016-04-04,b7f096f4
Canceled,2016-04-04,360982d3
Canceled,2016-04-04,78270744
No-Show,2016-05-16,63a7cc88
Canceled,2016-04-04,babf6f33
Check-Out,2016-05-18,f0bbce3c
Check-Out,2016-05-18,3aeadd3f
Check-Out,2016-05-18,b4bd4870
Check-Out,2016-05-18,20dd5b4d
Check-Out,2016-05-18,a53877db
Check-Out,2016-05-18,c3f8f69f
Check-Out,2016-05-18,59f1c53b
Check-Out,2016-05-18,63ee62c8
Canceled,2016-05-13,d00c3e7f
Check-Out,2016-05-18,2fc18270
Check-Out,2016-05-18,db19907d
Check-Out,2016-05-18,8a4461c4
Canceled,2016-04-19,356fce09
Canceled,2016-04-19,e5c1ec3c
Canceled,2016-04-19,a89a9351
Check-Out,2016-05-18,1edecbc1
Check-Out,2016-05-18,b1a7dbae
Check-Out,2016-05-18,f6f71cc9
Canceled,2016-04-19,c6b273ca
Canceled,2016-04-19,bf5a2efb
Check-Out,2016-05-18,1731edc7
Check-Out,2016-05-18,22e3ccf4
Check-Out,2016-05-18,72cdb4dd
Check-Out,2016-05-18,c72223e4
Canceled,2016-04-19,28a42615
Canceled,2016-04-19,57db7232
Check-Out,2016-05-18,1aa8b427
Check-Out,2016-05-18,ec4de42c
Check-Out,2016-05-18,e3268646
Check-Out,2016-05-18,dd89fd42
Check-Out,2016-05-18,5d40d687
Check-Out,2016-05-18,f1c4c72c
Check-Out,2016-05-18,1efb411c
Check-Out,2016-05-18,3d2a44b2
Check-Out,2016-05-18,61a24ac2
Canceled,2016-04-19,8546c8c8
Canceled,2016-04-19,0f1ab7aa
Check-Out,2016-05-18,330d5b93
Check-Out,2016-05-18,c2315ace
Check-Out,2016-05-18,52e2d854
Canceled,2016-04-19,1c1d7965
Canceled,2016-04-19,11a674ed
Check-Out,2016-05-22,8fc2e3ba
Canceled,2016-04-04,8873f216
Canceled,2016-04-21,13790ec8
Canceled,2016-04-04,4a96824e
Check-Out,2016-05-22,4f0922ce
Canceled,2016-04-21,e4d73152
Check-Out,2016-05-23,a9154661
Canceled,2016-04-22,fc0b0dd5
Check-Out,2016-05-26,d42342c5
Canceled,2015-11-17,7cfc314d
Canceled,2015-11-17,73ed8d6b
Check-Out,2016-05-26,f7d8d17a
Check-Out,2016-05-26,78b42d42
Canceled,2016-05-12,781ced10
Check-Out,2016-05-27,cedeef9e
Check-Out,2016-05-27,2a9ee571
Check-Out,2016-05-27,5560f0d5
Check-Out,2016-05-27,e57325b1
Check-Out,2016-05-27,34607f49
Check-Out,2016-05-23,3d126d4b
Canceled,2016-01-25,1c4c7409
Canceled,2016-01-25,beba0e3d
Canceled,2016-01-25,83ec4ec6
Canceled,2016-01-25,36356997
Canceled,2016-01-25,e0e00466
Canceled,2016-01-25,7c5d7583
Canceled,2016-01-25,cc832714
Canceled,2016-01-25,e2b849ae
Canceled,2016-01-25,c25e1662
Canceled,2016-01-25,a3017681
Canceled,2016-05-05,5a9a9f9b
Check-Out,2016-05-24,65862dcc
Check-Out,2016-05-24,2aed5b62
Check-Out,2016-05-24,c15fd0f4
Canceled,2016-01-11,e2b8f6fb
Canceled,2016-01-22,0b5a705d
Canceled,2015-12-01,776f9725
Canceled,2016-01-11,e3380771
Check-Out,2016-05-17,3548ebdb
Check-Out,2016-05-27,86894735
Canceled,2016-05-18,61f98559
Canceled,2016-04-13,7b21a2df
Canceled,2016-04-13,2827babb
Canceled,2016-04-12,7e17436a
Check-Out,2016-05-25,de72f290
Canceled,2016-03-14,55cfe321
Canceled,2016-02-15,008e3af0
Canceled,2016-04-12,10a58a2e
Canceled,2016-04-13,c188338a
Canceled,2016-04-13,ef33d49b
Canceled,2016-04-13,369c164c
Canceled,2016-04-13,aa1eb4f2
Canceled,2016-04-13,be38b0d2
Canceled,2016-04-13,70df4beb
Canceled,2016-04-13,d9f6058e
Canceled,2016-04-13,02e34059
